982,1192,942,752,752,752,752,752,752,752,752,752,752,752,961	طریق
938,1003,909,1006,752,752,752,752,752,752,752,752,951	شواهد
910,752,752,752,752,752,752,752,1003,3,949,943,942,991	لرزش‌ها
822,752,752,752,752,752,752,752,752,752,752,919,909,942,923,909	اثراتی
997,910,752,752,752,752,752,752,752,752,752,752,752,752,752,752,999,897	آنان
942,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,913	بر
993,909,942,752,752,752,752,752,752,752,752,752,752,752,927,909	اجرام
937,1006,752,752,752,752,752,752,752,752,752,752,752,752,752,935	خود
938,1000,920,951,909,940,819,3,822,995	می‌گذاشتند
982,752,752,752,752,752,752,752,752,752,752,752,979,1006,995	موفق
1002,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,913	به
918,752,752,752,752,752,752,752,752,752,752,752,752,752,914,923	ثبت
917,909,941,910,1012,752,752,752,752,752,752,752,752,947	سیارات
1001,938,752,752,752,752,752,752,752,752,752,752,752,752,951	شده
998,752,752,752,752,752,752,752,752,752,752,752,1012,1000,809	چنین
941,1006,752,752,752,752,752,752,752,752,752,752,752,752,956,919	تصور
938,752,752,752,752,752,752,752,752,951,3,822,995	می‌شد
949,943,942,752,752,752,752,752,752,752,752,752,752,752,991	لرزش
918,752,752,752,752,752,752,752,752,752,752,752,752,992,971	علت
1002,752,752,752,752,752,752,752,752,752,752,752,913,939,910,927	جاذبه
821,909,3,1001,941,910,1012,752,752,752,752,752,752,947	سیاره‌ای
1001,937,1006,752,752,752,752,752,752,752,752,752,752,752,752,752,913	بوده
998,1192,942,752,752,752,752,752,752,752,752,752,752,935,897	آخرین
982,752,752,752,752,752,752,752,752,752,1012,984,932,919	تحقیق
990,752,752,752,752,752,752,752,752,752,752,752,752,996,971	عمل
1001,938,752,752,752,752,752,752,752,752,752,752,752,752,752,995,897	آمده
944,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1012,999	نیز
943,1006,752,752,752,752,752,752,752,752,752,752,752,752,1000,1003	هنوز
918,752,752,752,752,752,752,752,752,752,752,752,752,1192,1005,941	رویت
994,1012,984,920,752,752,752,752,752,752,948,995	مستقیم
938,999,909,3,1001,938,752,752,752,752,752,752,952,999	نشده‌اند
1002,752,752,752,752,752,752,752,752,752,752,752,752,752,816,992,913	بلکه
950,752,752,752,752,752,952,935,941,937	درخشش
821,909,3,1001,941,910,920,752,752,752,752,752,752,947	ستاره‌ای
938,752,752,752,752,752,752,752,752,752,999,909,3,1001,938,1192,937	دیده‌اند
937,910,752,752,752,752,752,752,752,752,752,752,984,920,971,909	اعتقاد
910,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1004,999,897	آنها
962,752,752,752,752,752,752,752,752,752,752,947,1006,919	توسط
814,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1192	یک
946,752,752,752,752,752,752,752,816,972,1000,995	منعکس
910,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1000,913	بنا
949,941,909,944,752,752,752,752,752,752,752,752,752,819	گزارش
1001,938,752,752,752,752,752,752,1000,1000,815,941,1006,815	کورکننده
997,938,752,752,752,752,752,752,752,752,752,752,752,752,1192,937	دیدن
997,897	آن
990,752,752,752,752,752,752,996,920,932,995,910,999	نامحتمل
938,752,752,752,752,752,752,752,752,1000,815,3,822,995	می‌کند
1002,752,752,752,752,752,752,752,752,810,999,910,1000,809	چنانچه
997,909,942,820,952,1003,1005,812,801	پژوهشگران
918,752,752,752,752,752,752,752,752,752,947,941,937	درست
945,938,752,752,752,752,752,752,752,752,752,752,931	حدس
1001,937,943	زده
821,910,1003,3,1002,752,752,752,752,752,920,979,910,1192	یافته‌های
938,752,752,752,752,752,752,752,999,909,1006,919,3,822,995	می‌تواند
821,909,942,752,752,752,752,752,752,752,752,752,752,752,752,752,913	برای
954,1012,936,752,752,752,752,752,752,952,919	تشخیص
994,752,752,752,752,752,752,752,752,752,752,752,752,928,931	حجم
918,995,910,936,752,752,752,752,752,752,752,959	ضخامت
982,752,752,752,752,752,752,752,752,752,752,752,1012,983,937	دقیق
941,1006,913,944,752,752,752,752,752,752,752,752,752,752,752,752,995	مزبور
937,941,1006,752,752,752,752,752,752,752,752,752,752,752,752,752,995	مورد
1001,937,910,980,920,752,752,752,752,752,752,752,947,909	استفاده
941,909,942,752,752,752,752,752,752,752,752,752,752,752,752,752,752,983	قرار
937,942,752,752,752,752,752,752,752,752,752,752,752,752,752,1012,819	گیرد
929,1005,942,752,752,752,752,752,752,752,752,952,995	مشروح
1001,941,910,996,752,752,752,752,752,752,752,752,752,951	شماره
1002,752,752,752,752,752,752,752,752,752,752,752,992,928,995	مجله
942,752,752,752,752,752,752,752,752,752,752,752,752,752,810,1012,999	نیچر
799,910,752,752,752,752,752,752,752,752,752,752,752,752,752,809	چاپ
1001,938,1012,752,752,752,752,752,752,752,752,752,947,941	رسیده
982,752,752,752,752,752,752,752,752,952,995,937	دمشق
938,752,752,752,752,752,752,752,752,752,752,752,752,931,909,1005	واحد
821,944,752,752,752,752,752,752,752,752,752,815,942,995	مرکزی
942,752,752,752,752,752,752,752,752,752,752,752,752,752,752,914,935	خبر
977,942,752,752,752,752,752,752,752,752,752,752,956,995	مصرف
993,1005,909,938,752,752,752,752,752,752,752,752,752,752,752,995	مداوم
943,1006,752,752,752,752,752,752,752,752,752,752,752,752,752,752,995	موز
917,1020,816,752,752,752,752,752,952,995	مشکلات
1001,910,820,920,752,752,752,752,752,752,752,947,937	دستگاه
949,941,909,1006,752,752,752,752,752,752,752,752,752,819	گوارش
977,942,752,752,752,752,752,752,752,752,752,961,942,913	برطرف
997,937,942,752,752,752,752,752,752,752,752,752,752,752,752,815	کردن
934,752,752,752,752,752,752,752,752,752,752,752,752,752,752,980,999	نفخ
1001,938,752,752,752,752,752,752,752,752,752,752,752,752,972,995	معده
997,910,752,752,752,752,752,752,752,752,752,752,752,752,1192,910,801	پایان
938,752,752,752,752,752,752,752,752,752,752,752,752,752,1003,937	دهد
1002,752,752,752,752,752,752,752,752,752,995,910,999,943,1005,941	روزنامه
998,1192,942,752,752,752,752,752,752,752,752,752,952,919	تشرین
918,752,752,752,752,752,752,752,752,752,951,1006,999	نوشت
29	:
917,910,752,752,752,752,752,752,984,1012,984,932,919	تحقیقات
822,816,752,752,752,752,752,752,752,951,944,801	پزشکی
997,910,752,752,752,752,752,752,752,752,752,752,752,952,999	نشان
1001,937,909,937	داده
917,909,937,910,752,752,752,752,752,752,984,920,971,909	اعتقادات
970,1192,910,752,752,752,752,752,752,752,752,752,752,752,951	شایع
1001,941,910,752,752,752,752,752,752,752,752,752,752,752,913,941,937	درباره
821,942,991,910,752,752,752,752,752,752,752,752,752,752,815	کالری
937,910,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1192,943	زیاد
937,1006,752,752,752,752,752,752,752,752,752,752,927,1006,995	موجود
1001,1006,752,752,752,752,752,752,752,752,752,752,752,752,752,1012,995	میوه
950,752,752,752,752,752,752,752,752,752,752,752,984,999	نقش
945,910,752,752,752,752,752,752,948,931,909	احساس
821,942,1012,752,752,752,752,752,752,752,752,752,947	سیری
945,910,752,752,752,752,947,909,3,822,913	بی‌اساس
938,752,752,752,948,1192,1006,999,3,822,995	می‌نویسد
942,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1003	هر
938,752,752,752,752,752,752,752,752,752,752,752,956,816,1192	یکصد
993,942,752,752,752,752,752,752,752,752,752,752,752,752,752,752,819	گرم
763,761,762	۱۰۲
822,752,752,752,752,752,752,752,752,752,752,752,1000,972,1192	یعنی
761,763	۲۰
942,920,752,752,752,752,752,752,752,752,752,752,952,1012,913	بیشتر
997,910,816,920,752,752,752,752,752,752,752,752,947,909	استکان
918,752,752,752,752,752,752,752,752,752,947,910,995	ماست
821,811,942,752,752,752,752,752,752,752,752,752,752,752,999,909	انرژی
997,938,752,752,752,752,752,752,752,752,752,752,752,752,752,752,913	بدن
938,752,752,752,752,752,752,752,1003,937,3,822,995	می‌دهد
957,1006,752,752,752,752,752,752,752,752,752,752,752,971	عوض
821,941,910,1012,752,752,752,752,752,752,752,948,913	بسیاری
822,752,752,752,752,752,752,951,941,909,1006,819	گوارشی
938,752,752,752,752,752,752,752,752,752,752,752,752,1000,999,910,995	مانند
997,910,752,752,752,752,752,752,752,752,752,752,752,995,941,937	درمان
938,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1000,815	کند
997,909,941,910,752,752,752,752,752,752,752,752,752,996,1012,913	بیماران
1020,752,752,752,752,752,752,752,752,752,752,752,752,920,914,995	مبتلا
994,752,752,752,752,752,752,752,752,752,752,752,752,947,897	آسم
938,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1192,910,913	باید
821,910,752,752,752,752,1003,3,950,991,910,913	بالش‌های
942,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,801	پر
938,752,752,752,752,752,752,752,752,752,752,752,752,752,1000,1000,815	کنند
997,909,942,752,752,752,752,752,752,752,752,752,752,752,1004,919	تهران
942,920,914,752,752,752,752,752,752,752,947,910,1000,995	مناسبتر
1001,938,951,3,1002,920,935,910,947	ساخته‌شده
3,977,910,752,752,752,752,752,752,752,752,752,752,752,752,1012,991,909	الیاف‌
822,971,1006,1000,752,752,752,752,752,956,995	مصنوعی
918,752,752,752,752,752,752,752,752,999,942,920,1000,1192,909	اینترنت
997,938,752,752,752,752,752,752,752,752,752,752,752,752,1000,991	لندن
822,752,752,752,752,752,752,752,752,752,752,752,752,752,816,1192	یکی
821,910,1004,999,910,920,947,941,910,996,1012,913	بیمارستانهای
942,920,752,752,752,752,752,752,948,810,1000,995	منچستر
937,909,1006,752,752,752,752,752,752,752,752,752,752,752,752,752,995	مواد
821,909,943,3,918,1012,947,910,948,931	حساسیت‌زای
977,910,752,752,752,752,752,752,752,752,752,752,752,752,1012,991,909	الیاف
937,1005,938,752,752,752,752,752,752,752,752,752,752,752,931	حدود
768	۷
910,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,919	تا
769	۸
942,752,752,752,752,752,752,752,752,752,752,752,752,752,913,909,942,913	برابر
910,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,913	با
822,752,752,752,752,752,752,752,752,947,941,942,913	بررسی
1002,752,752,752,752,752,752,752,948,1192,910,984,995	مقایسه
778,762	۱۴
969,1006,752,752,752,752,752,752,752,752,752,752,752,752,752,752,999	نوع
978,752,752,752,752,752,752,752,752,752,992,920,936,995	مختلف
821,910,1004,752,752,752,752,752,952,991,910,913	بالشهای
821,1006,752,752,752,752,752,752,752,752,920,932,995	محتوی
1002,752,752,752,752,752,752,752,752,752,752,752,928,1012,920,999	نتیجه
938,999,909,3,1001,938,1012,752,752,752,752,752,947,941	رسیده‌اند
950,752,752,752,752,752,752,752,752,951,1006,801	پوشش
941,910,1012,752,752,752,752,752,752,752,752,752,752,948,913	بسیار
994,928,752,752,752,752,752,752,752,948,1000,995	منسجم
821,942,752,752,752,752,752,752,1012,819,1006,992,927	جلوگیری
997,938,752,752,752,752,752,752,752,752,752,752,752,951	شدن
910,752,752,752,752,752,752,752,752,752,752,752,752,752,1003,942,801	پرها
937,1006,752,752,752,752,752,752,951,3,822,995	می‌شود
925,1005,942,752,752,752,752,752,752,752,752,752,752,752,935	خروج
909,943,3,918,1012,947,910,948,931	حساسیت‌زا
997,1005,941,937	درون
910,752,752,752,752,752,752,752,1003,3,950,991,910,913	بالش‌ها
1002,752,752,752,752,752,752,752,752,752,752,752,752,920,980,819	گفته
822,752,752,752,752,752,752,752,752,752,752,752,996,1012,999	نیمی
937,941,909,1006,752,752,752,752,752,752,752,752,752,752,752,752,995	موارد
938,752,752,752,752,752,752,752,752,752,752,752,752,1192,938,927	جدید
821,941,910,752,752,752,752,752,752,752,752,752,996,1012,913	بیماری
1019,910,752,752,752,752,752,752,752,752,752,996,920,931,909	احتمالا
942,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,923,909	اثر
937,910,752,752,752,752,752,752,752,752,752,752,752,752,928,1192,909	ایجاد
937,1006,972,752,752,752,752,752,752,752,752,948,995	مسعود
822,971,910,928,752,752,752,752,752,752,951	شجاعی
822,1192,910,752,752,752,752,914,961,910,914,961	طباطبایی
821,910,752,752,752,752,752,752,752,752,752,752,752,1012,999,937	دنیای
978,752,752,752,752,752,752,752,752,752,752,752,991,1005,937,897	آدولف
997,941,1006,752,752,752,752,752,752,752,752,752,752,752,752,752,913	بورن
917,910,752,752,752,752,752,752,752,752,752,983,910,980,919,909	اتفاقات
822,1192,910,752,752,752,752,752,752,752,752,752,1192,1005,941	رویایی
994,1012,999,909,1006,752,752,752,752,752,752,752,752,752,920,913	بتوانیم
941,910,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,923,897	آثار
821,910,752,752,752,752,752,752,752,752,752,752,752,914,1192,943	زیبای
938,752,752,752,752,752,752,752,752,1000,995,942,1000,1003	هنرمند
813,941,937	درک
994,752,752,752,752,752,752,752,752,752,752,752,752,1012,1000,815	کنیم
917,940,752,752,752,752,752,752,752,752,752,752,752,752,752,991	لذت
994,1192,942,752,752,752,752,752,752,752,752,752,752,752,752,914,913	ببریم
998,752,752,752,752,752,752,752,752,752,752,752,752,1003,939	ذهن
821,909,942,1192,940,752,752,752,752,752,752,752,752,752,801	پذیرای
821,910,752,752,752,752,752,752,752,1003,944,1012,809	چیزهای
821,937,910,752,752,752,752,752,752,971,942,1012,975	غیرعادی
821,910,1003,3,1001,1006,1012,752,752,752,752,951	شیوه‌های
977,1006,991,910,752,752,752,752,752,752,752,752,995,910,999	نامالوف
821,938,752,752,752,752,752,1000,995,942,1000,1003	هنرمندی
918,752,752,752,752,752,752,752,752,1012,972,983,909,1005	واقعیت
990,752,752,752,752,752,752,752,752,752,752,752,752,1012,936,919	تخیل
910,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1192,1005,941	رویا
938,752,752,752,752,752,752,752,752,752,752,752,752,999,1006,1012,801	پیوند
938,752,752,752,752,752,752,752,752,752,999,943,3,822,995	می‌زند
821,910,1004,752,752,752,752,752,752,952,984,999	نقشهای
953,910,752,752,752,752,752,752,752,752,752,752,752,935	خاص
1005,909	او
821,942,1012,923,900,752,752,752,752,752,752,752,752,752,752,919	تأثیری
821,910,1004,992,816,752,752,752,752,752,752,951	شکلهای
822,996,1192,938,752,752,752,752,752,752,752,752,983	قدیمی
822,920,1000,752,752,752,752,752,752,752,752,752,947	سنتی
822,752,752,752,752,752,752,952,1000,815,909,1005	واکنشی
910,1003,3,1001,938,752,752,752,752,752,752,752,752,1192,938,801	پدیده‌ها
929,909,942,752,752,752,752,752,752,752,752,752,752,752,752,961	طراح
918,948,1192,941,1006,919,910,816,1192,941,910,815	کاریکاتوریست
943,910,752,752,752,752,752,947,942,1192,1006,956,919	تصویرساز
949,910,752,752,752,752,752,752,752,752,752,752,752,984,999	نقاش
761,764,770,762	۱۹۳۰
942,1004,752,752,752,752,752,752,752,752,752,752,752,752,951	شهر
946,1192,1006,752,752,752,752,927,937,1006,913	بودجویس
814,752,752,752,752,752,752,752,752,752,752,752,752,752,809	چک
910,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1012,999,937	دنیا
938,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,995,897	آمد
949,909,3,822,819,938,752,752,752,999,943	زندگی‌اش
990,752,752,752,752,752,752,752,752,752,752,752,752,1012,991,937	دلیل
918,1012,972,752,752,752,752,752,752,752,752,959,1005	وضعیت
821,937,910,752,752,752,752,752,752,956,920,983,909	اقتصادی
941,1006,752,752,752,752,752,752,752,752,752,752,914,928,995	مجبور
813,942,752,752,752,752,752,752,752,752,752,752,752,752,752,919	ترک
949,909,3,1001,937,909,1006,999,910,752,752,752,935	خانواده‌اش
949,941,938,752,752,752,752,752,752,752,752,752,752,801	پدرش
942,819,941,910,752,752,752,752,752,752,752,752,752,752,752,752,815	کارگر
998,752,752,752,752,752,752,752,752,752,1003,897,3,1001,909,941	راه‌آهن
937,1006,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,913	بود
998,1012,995,900,752,752,752,752,752,752,752,752,752,752,752,919	تأمین
949,910,752,752,752,752,752,752,752,752,752,752,972,995	معاش
822,819,938,752,752,752,752,752,752,752,752,752,999,943	زندگی
950,1192,909,942,752,752,752,752,752,752,752,752,752,752,913	برایش
918,936,752,752,752,752,752,752,752,752,752,947	سخت
981,910,752,752,752,752,752,752,752,752,752,752,752,980,919,909	اتفاق
950,995,909,1006,752,752,752,752,752,752,752,983,909	اقوامش
817,909,942,752,752,752,752,752,752,752,752,752,752,752,752,801	پراگ
917,942,927,910,752,752,752,752,752,752,752,1004,995	مهاجرت
937,942,752,752,752,752,752,752,752,752,752,752,752,752,752,752,815	کرد
770,778,770,762	۱۹۴۹
990,1012,752,752,752,752,752,752,752,752,752,956,932,919	تحصیل
1002,920,752,752,752,752,752,752,752,752,752,752,752,951,941	رشته
821,910,752,752,752,752,752,752,752,1003,942,1000,1003	هنرهای
910,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,914,1192,943	زیبا
1001,910,820,752,752,752,752,752,752,952,999,909,937	دانشگاه
944,991,941,910,752,752,752,752,752,752,752,752,752,752,752,752,809	چارلز
989,1006,976,752,752,752,752,752,752,752,952,995	مشغول
989,910,752,752,752,752,752,752,752,752,752,752,752,752,947	سال
926,1192,941,938,752,752,752,752,752,752,752,752,752,752,920,913	بتدریج
917,910,1192,942,752,752,752,752,752,752,752,952,999	نشریات
821,937,938,752,752,752,752,752,752,752,972,920,995	متعددی
949,941,1006,752,752,752,752,752,752,952,815	کشورش
938,752,752,752,752,752,752,947,941,3,822,995	می‌رسد
778,768,770,762	۱۹۷۴
997,909,1006,752,752,752,752,752,752,752,752,752,752,752,1000,971	عنوان
170	«
998,1192,942,752,752,752,752,752,752,752,752,752,920,1004,913	بهترین
169	»
993,910,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,999	نام
938,752,752,752,752,752,752,752,752,999,942,913,3,822,995	می‌برند
994,815,910,752,752,752,752,752,752,752,752,752,752,752,931	حاکم
1005,942,752,752,752,752,752,752,752,752,752,752,752,996,992,983	قلمرو
944,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1000,961	طنز
1001,910,1012,752,752,752,752,752,752,752,752,752,752,752,947	سیاه
937,910,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1192	یاد
938,752,752,752,752,752,752,752,1000,1000,815,3,822,995	می‌کنند
938,1192,910,752,752,752,752,752,752,752,752,752,752,752,951	شاید
917,942,1004,752,752,752,752,752,752,752,752,752,951	شهرت
942,961,910,752,752,752,752,752,752,752,752,752,752,752,752,935	خاطر
821,942,752,752,752,752,752,752,752,752,752,752,752,947	سری
821,910,752,752,752,752,752,752,752,752,1003,941,910,815	کارهای
949,941,1006,1004,752,752,752,952,995	مشهورش
938,752,752,752,752,752,752,752,752,752,752,752,951,910,913	باشد
822,979,909,942,819,1006,999,1005,941,1006,913	بورونوگرافی
12	(
822,752,752,752,752,752,752,752,752,984,1012,980,992,919	تلفیقی
944,752,752,752,752,752,752,752,752,1012,995,897,944,1000,961	طنزآمیز
994,752,752,752,752,752,752,752,752,752,752,752,752,947,909	اسم
1001,1006,1012,752,752,752,752,752,752,752,752,752,752,752,951	شیوه
949,941,910,752,752,752,752,752,752,752,752,752,752,815	کارش
11	)
814,752,752,752,752,752,752,752,752,752,752,1012,1000,816,919	تکنیک
941,1005,1005,909,942,752,752,752,752,752,752,752,752,752,752,819	گراوور
993,910,752,752,752,752,752,752,752,752,752,752,752,928,999,909	انجام
822,752,752,752,752,752,752,752,752,752,955,910,935	خاصی
937,1006,752,752,752,752,752,752,752,752,752,752,752,752,927,1005	وجود
937,941,1005,897	آورد
822,936,1192,941,910,752,752,752,752,752,752,752,752,919	تاریخی
821,910,1004,920,1012,956,936,951	شخصیتهای
822,752,752,752,752,752,752,752,752,752,752,752,752,913,937,909	ادبی
997,910,752,752,752,752,752,752,999,910,995,942,1004,983	قهرمانان
821,909,3,1002,999,910,752,752,752,752,948,979,909	افسانه‌ای
821,909,3,1002,752,752,752,752,752,752,752,752,999,1006,819	گونه‌ای
942,752,752,752,752,752,752,752,752,752,752,752,752,752,820,1192,937	دیگر
941,1006,752,752,752,752,752,752,752,752,752,752,752,752,1004,965	ظهور
998,752,752,752,752,752,752,752,752,752,752,752,752,752,1012,971	عین
989,910,752,752,752,752,752,752,752,752,752,752,752,752,752,931	حال
1001,938,1000,752,752,752,752,752,752,948,1192,1006,999	نویسنده
941,1006,919,910,752,752,752,752,752,752,752,752,996,1012,999,909	انیماتور
918,752,752,752,752,752,752,752,752,752,948,1003	هست
1002,752,752,752,752,752,752,752,752,752,752,995,910,999,942,913	برنامه
822,752,752,752,752,752,999,1006,1192,944,1192,1006,992,919	تلویزیونی
942,1012,935,3,1002,913,3,912,752,752,752,951	شب‌به‌خیر
910,1003,3,1002,752,752,752,752,752,752,752,752,752,752,810,913	بچه‌ها
937,943,910,752,752,752,752,752,947,3,822,995	می‌سازد
821,943,910,947,942,1192,1006,956,919	تصویرسازی
761,764,763	۲۳۰
938,752,752,752,752,752,752,752,752,752,752,752,752,752,752,992,927	جلد
911,910,752,752,752,752,752,752,752,752,752,752,752,752,920,815	کتاب
937,909,938,752,752,752,752,752,752,752,752,752,752,752,752,972,919	تعداد
821,941,910,996,752,752,752,752,752,952,1012,913	بیشماری
822,752,752,752,752,752,752,752,752,931,909,942,961	طراحی
821,1005,941	روی
1001,938,1000,1003,937,3,997,910,952,999	نشان‌دهنده
918,752,752,752,752,752,752,752,752,752,1012,991,910,972,979	فعالیت
942,996,920,752,752,752,752,752,752,752,752,948,995	مستمر
912,752,752,752,752,752,752,752,752,752,752,752,1192,942,975	غریب
937,941,909,937	دارد
949,941,910,752,752,752,752,752,752,752,752,752,752,923,897	آثارش
910,1003,3,918,1000,752,752,752,752,752,752,752,947	سنت‌ها
821,910,1003,937,941,1005,910,920,947,937	دستاوردهای
822,752,752,752,752,752,752,752,752,951,910,984,999	نقاشی
982,752,752,752,752,752,752,752,752,752,752,752,752,992,935	خلق
821,941,910,752,752,752,752,752,752,752,752,752,752,752,752,923,897	آثاری
970,1192,938,752,752,752,752,752,752,752,752,752,752,752,752,752,913	بدیع
1006,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,999	نو
1002,1192,910,996,920,752,752,752,752,752,752,947,937	دستمایه
822,1192,910,752,752,752,752,752,1003,944,1012,809	چیزهایی
942,1192,1006,752,752,752,752,752,752,752,752,752,752,752,956,919	تصویر
938,752,752,752,752,752,752,952,815,3,822,995	می‌کشد
910,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1004,1000,919	تنها
1002,752,752,752,752,752,752,752,752,752,752,752,964,1012,931	حیطه
821,941,910,752,752,752,752,752,752,752,752,752,752,752,927	جاری
822,1192,910,752,752,752,752,752,752,996,999,943,910,913	بازنمایی
822,752,752,752,752,752,752,752,752,752,992,1012,936,919	تخیلی
822,752,752,752,752,752,752,752,752,752,752,960,972,913	بعضی
970,752,752,752,752,752,752,752,752,752,752,752,983,909,1006,995	مواقع
813,910,1000,920,752,752,752,952,1003,937	دهشتناک
917,910,752,752,752,752,752,752,752,752,752,752,752,752,752,1012,999	نیات
822,999,910,964,1012,752,752,752,752,752,951	شیطانی
910,752,752,752,752,752,752,752,752,752,752,752,752,1004,995,937,897	آدمها
821,910,1003,3,917,941,909,942,951	شرارت‌های
822,999,910,752,752,752,752,752,752,752,948,999,909	انسانی
912,752,752,752,752,752,752,752,752,752,752,752,752,991,910,983	قالب
910,752,752,752,752,752,752,752,752,752,1003,937,910,996,999	نمادها
938,752,752,752,752,752,752,1000,1003,937,3,822,995	می‌دهند
1002,752,752,752,752,752,752,752,752,752,752,752,752,996,1003	همه
944,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1012,809	چیز
938,752,752,752,752,752,752,752,752,752,752,752,752,920,980,1012,913	بیفتد
917,910,752,752,752,752,752,752,752,752,999,909,1006,1012,931	حیوانات
938,752,752,752,752,752,1000,999,909,1006,919,3,822,995	می‌توانند
943,909,1005,942,752,752,752,752,752,752,752,752,752,752,752,752,752,801	پرواز
749	؛
990,1192,938,752,752,752,752,752,752,752,752,752,752,752,914,919	تبدیل
997,910,752,752,752,752,752,752,752,752,752,752,948,999,909	انسان
938,999,1006,752,752,752,752,752,951,3,822,995	می‌شوند
910,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,1192	یا
946,816,971,942,752,752,752,752,752,752,752,913	برعکس
998,1012,961,910,1012,752,752,752,752,752,752,951	شیاطین
822,919,941,1006,752,752,752,752,752,752,752,752,955	صورتی
997,910,752,752,752,948,999,909,3,1002,996,1012,999	نیمه‌انسان
997,909,1006,1012,931,3,1002,752,752,752,996,1012,999	نیمه‌حیوان
822,1192,910,1004,752,752,947,1006,913,910,815	کابوسهایی
821,909,3,1001,1006,1012,752,752,752,752,752,752,951	شیوه‌ای
942,752,752,752,752,752,752,752,752,752,956,932,1000,995	منحصر
937,942,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,979	فرد
